CustomerID,Age,Subscription_Length_Months,Watch_Time_Hours,Number_of_Logins,Preferred_Content_Type,Membership_Type,Payment_Method,Payment_Issues,Number_of_Complaints,Resolution_Time_Days,Churn
351,39,17,42.8210041172161,75,TV Shows,Basic,PayPal,0,8,19,0
352,63,26,176.56421475867805,54,Documentaries,Premium,Credit Card,1,2,25,0
353,47,21,133.2242609917145,33,Movies,Standard,Credit Card,0,6,24,0
354,55,28,65.63114135147306,50,Documentaries,Premium,PayPal,0,7,29,0
355,55,2,149.75786986163928,38,TV Shows,Basic,Bank Transfer,0,1,15,0
356,62,1,163.94808497367174,27,TV Shows,Premium,PayPal,0,5,3,0
357,68,26,124.9207568665208,98,Movies,Standard,Bank Transfer,0,7,15,0
358,25,29,139.13740142658344,15,Sports,Basic,PayPal,0,6,5,0
359,44,21,78.17568136631994,96,Sports,Standard,Bank Transfer,0,2,23,0
360,44,11,110.04565513189262,61,TV Shows,Basic,PayPal,0,0,12,0
361,51,11,107.21103829160164,21,Sports,Premium,Bank Transfer,0,5,20,1
362,38,35,170.3693192705005,46,TV Shows,Basic,PayPal,0,7,5,0
363,47,34,168.7929761550256,69,Movies,Basic,Bank Transfer,0,5,3,0
364,50,24,167.37269152267342,6,Movies,Premium,PayPal,0,4,9,0
365,45,22,7.15116478118083,38,TV Shows,Standard,Credit Card,0,7,26,0
366,64,5,151.1613694714332,62,Movies,Premium,Bank Transfer,0,1,9,1
367,50,33,152.94189607164594,86,Documentaries,Basic,PayPal,0,0,7,0
368,22,20,137.28387045675265,62,Documentaries,Premium,Bank Transfer,0,0,26,1
369,65,19,152.47160828883327,82,Movies,Basic,Bank Transfer,0,3,2,0
370,36,35,169.1842224418582,78,TV Shows,Premium,PayPal,0,5,23,0
371,21,17,96.7122155498482,74,TV Shows,Premium,Bank Transfer,0,8,23,1
372,52,34,102.8997916302472,46,Movies,Standard,PayPal,0,0,27,0
373,66,9,29.319241097721143,13,Sports,Basic,Credit Card,0,0,21,0
374,34,26,80.14829719423555,95,Documentaries,Standard,Bank Transfer,1,4,16,0
375,61,2,130.45621008279795,94,Sports,Basic,Credit Card,0,9,9,0
376,45,9,157.17795634871854,3,TV Shows,Premium,Bank Transfer,1,4,13,0
377,47,9,47.355774049786056,94,TV Shows,Basic,Bank Transfer,0,4,28,0
378,46,17,31.875465336050905,6,Sports,Standard,Bank Transfer,0,9,27,0
379,63,1,134.29319087759598,93,Movies,Standard,PayPal,1,5,19,1
380,23,25,5.366577287357575,8,Sports,Standard,Credit Card,0,7,20,1
381,52,25,39.78265393992932,44,Sports,Basic,Bank Transfer,0,2,17,0
382,58,35,10.668919167070978,33,Documentaries,Standard,PayPal,0,8,6,0
383,54,3,37.54259798169983,81,Documentaries,Standard,Bank Transfer,0,0,4,0
384,41,30,40.35725958547352,75,Sports,Standard,PayPal,0,3,1,0
385,46,34,80.59635097632687,77,Sports,Premium,Bank Transfer,0,8,18,1
386,66,12,83.45378931387842,50,TV Shows,Premium,Credit Card,1,7,19,0
387,63,19,175.48118176899635,11,Documentaries,Basic,Credit Card,0,9,9,0
388,48,17,104.47139393727092,95,Documentaries,Basic,Bank Transfer,1,8,13,1
389,52,10,146.06392929439582,28,TV Shows,Standard,PayPal,1,0,8,1
390,50,12,25.30678479445605,70,Movies,Premium,Bank Transfer,0,8,23,0
391,69,16,48.9605573154203,41,Documentaries,Standard,PayPal,0,2,13,0
392,38,24,142.07397099084199,16,Documentaries,Standard,Bank Transfer,1,9,15,0
393,49,19,15.296772291362977,68,Movies,Premium,PayPal,1,8,11,1
394,40,8,99.88654413753186,99,Documentaries,Premium,Credit Card,0,0,12,0
395,50,31,121.8769483042721,48,Documentaries,Premium,Bank Transfer,0,0,14,0
396,20,21,122.4184005902338,56,Movies,Basic,Credit Card,0,8,4,0
397,35,17,9.471898197268196,64,Movies,Basic,Credit Card,0,5,1,0
398,42,23,67.81106082469117,59,Sports,Standard,Bank Transfer,0,3,24,0
399,59,16,129.11567695458504,90,TV Shows,Basic,Bank Transfer,0,6,4,1
400,48,6,34.05494854910248,62,TV Shows,Premium,PayPal,0,4,19,1
401,20,8,140.60605142397037,76,Movies,Premium,PayPal,0,9,9,1
402,57,25,150.45541571866653,11,Movies,Basic,Credit Card,0,6,10,0
403,63,18,196.48399213699832,89,Documentaries,Standard,PayPal,0,7,4,1
404,41,25,45.919188996999836,18,Sports,Standard,PayPal,0,7,20,1
405,67,12,165.90048019489245,19,Sports,Basic,Bank Transfer,0,0,9,0
406,49,15,106.45783249913754,87,Movies,Standard,PayPal,0,7,13,0
407,64,26,77.82520624811382,55,Documentaries,Standard,Credit Card,0,5,12,0
408,39,26,28.863467678409698,82,Documentaries,Standard,PayPal,0,3,11,1
409,40,32,148.42359326506983,26,TV Shows,Premium,Credit Card,1,7,12,0
410,19,10,50.992231833018984,6,TV Shows,Premium,Bank Transfer,0,2,18,1
411,44,16,77.42729036524392,4,Documentaries,Basic,Credit Card,0,3,12,0
412,59,7,17.195734244986845,29,TV Shows,Premium,PayPal,0,5,16,0
413,19,17,161.2665485848062,59,Movies,Standard,Bank Transfer,1,6,5,0
414,43,23,154.48476217447046,98,Documentaries,Premium,PayPal,0,3,20,0
415,34,26,148.05508685825092,17,TV Shows,Basic,Bank Transfer,0,3,25,0
416,57,21,63.3914845459179,43,Sports,Premium,Bank Transfer,0,6,12,1
417,50,22,38.82861448186166,80,Documentaries,Standard,PayPal,0,5,21,0
418,26,7,129.3228865716948,66,Documentaries,Standard,PayPal,0,7,25,0
419,60,14,101.7524449020778,34,Sports,Basic,Bank Transfer,0,0,11,0
420,65,15,39.759231046405105,8,Movies,Premium,Bank Transfer,0,9,9,0
421,56,7,138.75269785472344,13,Sports,Premium,PayPal,0,6,18,0
422,46,9,198.2696542051542,8,Documentaries,Premium,Credit Card,0,6,25,0
423,59,8,150.70781960969734,94,Movies,Standard,PayPal,0,6,3,1
424,43,23,149.2973454036943,96,TV Shows,Basic,Bank Transfer,0,6,20,0
425,52,29,190.31098682146538,94,TV Shows,Premium,PayPal,0,9,17,0
426,67,18,44.572591677105926,65,TV Shows,Standard,Credit Card,0,9,14,0
427,42,31,115.28224315968087,43,Documentaries,Standard,PayPal,0,7,1,0
428,41,30,196.03110943160726,39,Sports,Standard,Bank Transfer,0,8,17,1
429,30,35,37.23235163918404,81,Movies,Premium,PayPal,0,8,25,0
430,24,18,141.5491320916816,59,TV Shows,Premium,Bank Transfer,1,1,27,1
431,53,17,119.23297846452088,84,Movies,Premium,Bank Transfer,0,6,8,0
432,62,14,119.36342297679786,88,Documentaries,Premium,PayPal,0,6,5,0
433,37,31,141.04577236641464,86,TV Shows,Premium,Bank Transfer,0,3,5,1
434,18,24,186.27529996075842,93,Documentaries,Premium,Bank Transfer,0,8,9,0
435,25,35,157.6034782710109,86,Sports,Premium,Credit Card,0,7,3,0
436,63,34,15.94654016616095,44,Documentaries,Premium,Credit Card,0,0,19,0
437,33,3,171.2819638757637,9,Documentaries,Premium,Credit Card,0,1,23,1
438,31,26,48.98055933551786,37,Sports,Standard,Credit Card,0,1,9,0
439,29,23,78.49826212359253,74,Movies,Premium,Bank Transfer,0,7,22,0
440,68,15,95.03789865441452,36,Sports,Basic,PayPal,0,0,18,0
441,40,4,98.77667014684859,92,Sports,Standard,Bank Transfer,0,3,16,0
442,32,29,89.86017785479457,28,Documentaries,Premium,Bank Transfer,0,9,1,1
443,45,22,187.78389237209356,42,Movies,Basic,Bank Transfer,0,4,2,0
444,51,25,142.6737064944848,43,TV Shows,Premium,PayPal,0,8,14,0
445,19,13,128.07827596155772,85,Sports,Basic,Credit Card,1,6,14,1
446,49,18,14.719195417673603,88,Movies,Basic,Bank Transfer,1,7,1,0
447,40,33,181.26309940077306,42,Sports,Basic,Bank Transfer,0,8,26,0
448,39,16,182.33108744163727,66,Sports,Basic,Credit Card,0,6,26,0
449,68,2,157.14154736886996,55,Sports,Standard,Bank Transfer,0,4,25,0
450,42,35,6.3706947436557355,72,Sports,Standard,PayPal,0,4,16,0
451,39,34,16.169648960136556,48,Documentaries,Basic,Bank Transfer,0,9,15,0
452,39,30,48.9186219423555,91,Movies,Premium,Bank Transfer,0,5,26,0
453,66,13,30.613134588256806,22,Movies,Basic,Credit Card,0,4,15,0
454,69,13,82.77302579222724,27,Movies,Standard,Bank Transfer,1,8,12,0
455,59,18,184.91149632711898,93,Sports,Premium,Bank Transfer,0,2,16,0
456,23,32,97.05178466841467,67,Documentaries,Standard,PayPal,0,2,14,0
457,32,32,7.613512154272294,13,Sports,Standard,Credit Card,0,6,29,1
458,60,35,60.135409467858594,45,Sports,Premium,Credit Card,0,6,24,0
459,54,29,13.6960071327275,10,Movies,Basic,PayPal,0,5,15,0
460,50,29,12.076086409632921,9,Sports,Basic,Bank Transfer,0,2,23,0
461,25,16,58.76537135363269,54,TV Shows,Basic,Credit Card,0,6,15,1
462,61,10,58.74440604239435,27,Sports,Basic,Credit Card,0,4,19,1
463,61,30,158.4896875073128,34,TV Shows,Premium,Bank Transfer,0,6,8,0
464,22,25,195.09275729231683,1,Sports,Premium,Bank Transfer,0,1,2,0
465,56,20,77.38538330854966,32,Documentaries,Premium,Credit Card,0,5,2,0
466,21,5,88.63294137790253,89,Documentaries,Standard,Bank Transfer,0,7,27,0
467,23,1,169.73394007577417,93,Movies,Premium,Credit Card,0,0,10,0
468,62,30,57.28710891862511,71,Sports,Basic,Bank Transfer,0,3,3,1
469,49,3,35.49445185867235,67,TV Shows,Standard,Bank Transfer,0,0,23,0
470,69,14,171.35247656371183,84,TV Shows,Basic,PayPal,0,0,17,0
471,47,30,14.067614355812772,20,Sports,Basic,Bank Transfer,0,9,8,0
472,64,4,125.84139083888606,94,TV Shows,Premium,PayPal,1,7,28,0
473,52,18,114.58860525602732,35,Documentaries,Premium,Bank Transfer,0,6,23,1
474,57,25,72.45448726283038,99,TV Shows,Basic,Credit Card,0,9,4,1
475,69,1,66.461956613985,91,Movies,Basic,Credit Card,0,0,14,0
476,33,15,155.51225660541616,90,Documentaries,Standard,Bank Transfer,1,1,21,0
477,30,9,21.852799098696565,78,Documentaries,Premium,Bank Transfer,0,3,10,0
478,67,15,51.17294031572015,17,Documentaries,Standard,Credit Card,0,0,29,0
479,59,24,147.82750270842752,18,Sports,Standard,Bank Transfer,0,2,1,0
480,47,4,111.92251382665272,45,Sports,Standard,PayPal,0,7,4,0
481,36,12,29.957700664049344,93,Documentaries,Basic,PayPal,0,7,1,1
482,34,6,177.0164447850017,84,Sports,Standard,PayPal,0,7,17,0
483,36,24,81.72233007990036,53,TV Shows,Standard,PayPal,0,5,26,1
484,45,11,166.4343331878237,91,Sports,Basic,PayPal,1,5,17,0
485,43,13,158.6040380279032,82,Sports,Premium,Bank Transfer,0,4,7,1
486,54,34,126.76296206198697,68,Documentaries,Premium,Bank Transfer,0,8,23,0
487,43,25,101.42382060254313,65,Movies,Standard,PayPal,0,3,20,0
488,40,7,196.0124138744426,1,Movies,Basic,Bank Transfer,0,9,15,0
489,26,4,33.26818911406433,58,Movies,Premium,Bank Transfer,0,6,13,1
490,29,8,146.4053668724674,26,TV Shows,Standard,PayPal,0,0,28,0
491,18,20,42.282186785633854,20,Sports,Standard,Bank Transfer,0,8,2,0
492,18,29,70.96130553980794,87,Movies,Basic,Bank Transfer,0,6,28,0
493,64,10,65.19625495777308,10,Documentaries,Standard,Bank Transfer,0,9,19,0
494,51,34,189.67201760905098,59,Movies,Premium,PayPal,0,8,24,0
495,49,26,193.63445466871366,75,Movies,Basic,Bank Transfer,0,6,13,1
496,65,3,40.68801162577179,41,Sports,Premium,Credit Card,0,1,24,0
497,42,6,9.296856258013317,5,Sports,Premium,Credit Card,0,5,11,0
498,57,5,145.40156773430706,65,Sports,Premium,PayPal,1,9,27,0
499,62,5,86.50803710474445,17,TV Shows,Standard,Credit Card,1,3,22,0
500,18,23,22.323847792075053,22,TV Shows,Standard,PayPal,0,2,15,0
501,33,9,138.3320505875233,98,Movies,Premium,Credit Card,0,1,10,0
502,56,35,111.29557801083644,41,Sports,Premium,Credit Card,0,5,9,0
503,22,20,196.20078029021568,93,Movies,Basic,Credit Card,0,7,27,0
504,39,35,49.34485169296889,68,Documentaries,Basic,PayPal,0,5,28,1
505,46,18,83.77568588367691,69,Documentaries,Standard,PayPal,0,8,9,0
506,20,17,110.79643166210747,11,Sports,Standard,Bank Transfer,0,4,20,0
507,29,24,159.38149774840358,56,Sports,Basic,PayPal,0,1,28,1
508,43,3,112.02353806041145,51,Documentaries,Premium,Credit Card,0,7,1,0
509,33,32,124.51553136808009,21,Sports,Standard,Credit Card,0,8,17,0
510,68,35,49.098675060038445,99,TV Shows,Premium,PayPal,0,9,12,0
511,54,13,170.14915197726916,76,TV Shows,Basic,PayPal,0,3,10,1
512,39,25,88.58295665924277,26,Sports,Standard,PayPal,0,5,5,0
513,46,9,32.48712736674501,19,Documentaries,Standard,Bank Transfer,0,9,29,0
514,31,4,134.5166433285564,60,Movies,Basic,Credit Card,0,7,18,0
515,45,14,47.13763837113496,71,Sports,Standard,Bank Transfer,0,8,15,0
516,22,34,24.02468949666345,47,Sports,Basic,Bank Transfer,0,4,6,0
517,64,11,173.08744713883308,71,Movies,Standard,Credit Card,0,5,7,0
518,66,3,94.73164157524573,26,Sports,Basic,Credit Card,0,3,17,0
519,47,28,151.1103239756764,40,Movies,Standard,PayPal,0,4,6,0
520,63,29,61.66457416223924,5,Documentaries,Premium,PayPal,0,6,8,0
521,69,9,158.45917630894493,21,TV Shows,Premium,Bank Transfer,0,8,12,0
522,22,3,26.827505769198414,78,Documentaries,Premium,PayPal,0,9,21,0
523,29,25,74.41480788999628,4,TV Shows,Standard,PayPal,0,5,14,0
524,33,34,195.72205450483807,23,Movies,Standard,Credit Card,1,5,12,1
525,43,12,159.82799469176118,84,TV Shows,Premium,Credit Card,0,7,23,0
526,43,9,101.9649064113642,15,Documentaries,Premium,PayPal,0,3,10,0
527,65,15,71.25660695456759,93,TV Shows,Basic,Credit Card,0,2,22,1
528,38,25,175.06646150438291,8,Movies,Basic,PayPal,0,6,20,0
529,56,5,111.24531302148056,41,TV Shows,Basic,Credit Card,1,4,15,0
530,53,11,152.89287848447665,19,Sports,Premium,Credit Card,0,1,7,0
531,50,34,152.050997661652,46,Documentaries,Premium,Credit Card,0,1,26,0
532,47,24,8.499407320855907,28,Sports,Premium,Credit Card,0,5,9,1
533,54,15,29.619487644559623,91,Movies,Basic,PayPal,0,7,10,1
534,40,8,133.62772644697475,68,TV Shows,Standard,Bank Transfer,0,0,10,0
535,27,5,36.51586320074493,15,Sports,Premium,Credit Card,0,5,16,0
536,22,26,54.821202207842916,99,Sports,Standard,PayPal,0,1,29,0
537,53,18,189.5944010689234,37,TV Shows,Standard,PayPal,0,1,7,0
538,51,6,114.23554038310782,1,TV Shows,Standard,Credit Card,0,6,28,1
539,69,13,151.39225386487269,67,Documentaries,Basic,Bank Transfer,1,9,5,1
540,48,28,113.80624406261478,24,Sports,Standard,Credit Card,0,0,23,0
541,27,5,112.74015488263142,27,Sports,Premium,PayPal,0,5,3,0
542,36,13,23.35962247451109,40,Movies,Basic,Bank Transfer,0,6,18,0
543,49,17,72.01432255877509,63,Documentaries,Premium,PayPal,0,7,11,0
544,18,32,60.074025243869784,61,Movies,Premium,Credit Card,0,6,15,1
545,22,29,81.19203129465458,36,Sports,Basic,Bank Transfer,0,5,21,0
546,62,3,160.67711670374402,98,Movies,Premium,PayPal,0,8,20,1
547,21,34,77.52687024378865,93,Sports,Premium,PayPal,0,2,5,0
548,33,27,93.08087975017813,24,Sports,Basic,PayPal,1,5,24,0
549,41,13,82.48937114463672,24,Movies,Premium,Credit Card,0,3,12,0
550,33,33,23.214554535182643,4,Movies,Standard,Bank Transfer,0,1,4,0
551,19,6,91.00907085890283,67,TV Shows,Premium,Credit Card,1,0,15,0
552,66,24,43.14380824368043,34,TV Shows,Standard,Credit Card,0,0,9,1
553,45,19,41.41104267574309,57,TV Shows,Premium,Credit Card,0,9,7,0
554,49,16,23.33704036468194,49,Sports,Basic,Bank Transfer,0,2,10,0
555,44,28,74.55083995764413,87,Movies,Basic,Credit Card,0,3,29,0
556,37,33,152.70896753393637,53,Documentaries,Premium,Credit Card,1,1,28,0
557,41,13,58.906129663762236,23,Sports,Basic,Credit Card,1,0,23,0
558,29,25,65.90807486767514,69,Documentaries,Premium,Credit Card,0,3,13,1
559,67,27,130.3215582461226,95,Movies,Basic,PayPal,0,6,29,0
560,52,7,43.18895845444918,53,Sports,Standard,Credit Card,0,9,8,0
561,50,5,179.9067964325892,62,Documentaries,Premium,PayPal,0,5,12,0
562,50,31,106.43715203405311,41,Documentaries,Standard,Credit Card,0,5,22,0
563,68,23,92.2825733624423,57,TV Shows,Standard,Bank Transfer,0,8,24,0
564,60,10,113.77493742619427,60,TV Shows,Premium,PayPal,1,1,19,0
565,54,32,37.37669111615811,54,TV Shows,Standard,PayPal,1,3,26,0
566,29,30,124.62726203463937,70,Sports,Premium,PayPal,0,4,26,0
567,20,31,75.80464364363203,57,Movies,Standard,PayPal,0,0,1,0
568,18,18,179.95133648810068,10,Movies,Premium,Bank Transfer,0,7,16,0
569,50,2,37.9265703021488,40,TV Shows,Premium,Credit Card,0,7,22,1
570,57,14,103.874965253761,7,TV Shows,Basic,PayPal,0,5,17,0
571,27,13,121.6319627269585,38,TV Shows,Premium,Bank Transfer,0,4,25,0
572,60,29,11.509802348344339,85,Documentaries,Premium,PayPal,0,7,18,0
573,61,12,75.92015932744735,61,TV Shows,Standard,Credit Card,0,2,11,0
574,46,2,147.8638707666624,84,Documentaries,Premium,PayPal,0,2,18,1
575,30,32,164.97361395254978,3,Movies,Basic,Bank Transfer,1,1,7,1
576,29,13,66.06658898937006,51,Sports,Standard,Credit Card,0,4,18,0
577,48,27,160.72568811463648,86,Sports,Standard,Bank Transfer,0,2,26,0
578,63,17,193.71239603516082,47,Sports,Basic,Credit Card,0,2,8,0
579,19,31,172.09041753464334,68,Sports,Standard,Credit Card,0,5,6,0
580,68,34,27.940577691068412,92,Documentaries,Standard,Credit Card,1,7,7,0
581,67,24,149.24741475668043,76,Documentaries,Standard,PayPal,0,1,23,1
582,52,35,67.33503232590621,38,TV Shows,Standard,Bank Transfer,0,3,22,1
583,40,6,197.74111793535494,36,Documentaries,Basic,Bank Transfer,0,6,10,1
584,34,19,99.64500171617799,41,TV Shows,Basic,Bank Transfer,0,0,11,1
585,43,30,28.8746101799935,69,TV Shows,Standard,Credit Card,0,0,25,0
586,25,7,146.4111818653412,13,Sports,Standard,PayPal,0,9,13,0
587,46,10,67.98718368531169,87,Documentaries,Basic,Credit Card,0,6,9,0
588,43,32,199.43024063092403,58,Documentaries,Basic,Bank Transfer,0,6,7,0
589,27,34,196.05757928163177,50,TV Shows,Basic,PayPal,0,0,9,0
590,43,28,132.94613351401324,30,TV Shows,Standard,PayPal,0,0,13,1
591,51,15,30.31615754558493,62,Movies,Standard,PayPal,0,3,26,1
592,68,30,138.93789454663067,25,Movies,Premium,Bank Transfer,0,4,3,1
593,58,29,23.140944859705304,27,TV Shows,Basic,PayPal,1,4,3,1
594,24,22,10.726011024966501,51,Movies,Standard,PayPal,1,3,1,1
595,21,4,165.47689701318978,78,Movies,Basic,Credit Card,0,7,21,0
596,67,20,45.90182479831786,57,TV Shows,Standard,Credit Card,0,6,20,1
597,62,32,78.91028961272399,47,TV Shows,Basic,PayPal,0,8,2,0
598,28,4,194.82419104535376,39,Documentaries,Standard,PayPal,0,6,25,0
599,46,27,70.68389786291513,16,TV Shows,Premium,Credit Card,0,9,3,1
600,53,17,62.81550735024648,22,TV Shows,Premium,Credit Card,0,0,15,1
601,42,12,184.05055992644117,85,Sports,Basic,Credit Card,0,6,24,0
602,38,22,26.59594683719683,54,Documentaries,Standard,Bank Transfer,0,0,6,0
603,53,17,153.11856997235319,21,Documentaries,Standard,Bank Transfer,1,6,13,0
604,27,10,197.67278549729093,72,Documentaries,Basic,Credit Card,0,9,21,0
605,54,1,180.75272210105652,16,Sports,Standard,PayPal,0,7,1,1
606,26,22,132.07524414775304,59,TV Shows,Basic,Credit Card,0,8,20,0
607,41,26,66.24185502358273,31,Documentaries,Standard,Bank Transfer,0,2,19,0
608,52,18,54.59278632977176,42,Documentaries,Basic,PayPal,1,3,1,0
609,66,14,164.75474544993492,74,Movies,Standard,Bank Transfer,0,3,28,0
610,52,29,176.5652732205806,32,Documentaries,Basic,PayPal,0,8,21,0
611,65,12,107.45980794641011,59,TV Shows,Standard,Bank Transfer,0,6,22,1
612,53,35,52.646288453360896,34,TV Shows,Premium,PayPal,0,2,2,0
613,35,12,27.023925640178845,9,Movies,Standard,PayPal,0,9,15,0
614,66,7,21.999996227207077,81,Documentaries,Basic,PayPal,0,4,14,0
615,56,29,145.22010223400184,11,Documentaries,Premium,PayPal,0,6,19,0
616,49,11,86.92315193030637,96,Documentaries,Standard,Bank Transfer,0,7,11,1
617,41,33,181.5451754841847,10,Sports,Premium,Bank Transfer,0,0,15,0
618,40,6,149.23590364171892,86,Documentaries,Standard,PayPal,0,1,6,1
619,49,15,42.29578149334441,17,TV Shows,Premium,PayPal,0,6,20,0
620,54,32,124.68659666906132,68,TV Shows,Basic,Bank Transfer,0,1,9,0
621,29,11,89.92356360764107,48,Sports,Standard,PayPal,0,6,5,0
622,66,23,117.56369749987955,52,Sports,Standard,PayPal,0,8,20,0
623,30,26,148.92347905101084,25,Documentaries,Basic,PayPal,0,1,2,1
624,40,34,162.2081967957392,21,Movies,Premium,Credit Card,0,6,6,0
625,42,34,169.52877864931122,65,Sports,Basic,PayPal,0,3,26,0
626,52,29,54.52510054154482,63,Sports,Basic,Credit Card,0,1,18,0
627,58,4,11.067541983884748,89,Documentaries,Premium,PayPal,0,6,28,0
628,47,17,149.16247335713078,51,Documentaries,Basic,Bank Transfer,0,4,29,1
629,34,35,25.737026619876048,36,Sports,Standard,Credit Card,0,0,23,0
630,66,13,66.40931977952869,81,Movies,Standard,Credit Card,0,4,19,0
631,37,15,5.744341154247693,88,Sports,Standard,PayPal,0,2,9,1
632,65,29,137.92554906831592,66,Documentaries,Basic,PayPal,0,6,27,0
633,42,29,37.59074223688815,15,Documentaries,Standard,Credit Card,0,5,21,0
634,39,11,132.78006988987335,96,Sports,Standard,Bank Transfer,0,7,24,0
635,30,32,198.38981034772857,39,Movies,Standard,Bank Transfer,0,4,27,0
636,36,2,19.170819963953175,70,Sports,Standard,PayPal,0,1,6,0
637,66,14,20.030212330534834,1,Sports,Standard,Bank Transfer,0,8,14,0
638,53,20,71.3741180700016,23,Documentaries,Standard,Bank Transfer,0,7,28,0
639,29,22,173.9453702790117,39,Movies,Basic,PayPal,0,5,26,1
640,58,11,47.02832441430971,57,TV Shows,Standard,Bank Transfer,0,9,24,0
641,36,27,75.27367488641778,81,Movies,Standard,PayPal,0,6,29,0
642,29,3,18.35855429226102,34,Sports,Premium,Credit Card,0,8,13,0
643,26,17,153.81528179548343,41,Sports,Basic,PayPal,0,6,11,1
644,24,28,84.61973683809296,93,Sports,Basic,Credit Card,1,2,12,0
645,45,29,153.05350294686434,73,Movies,Basic,Credit Card,1,5,19,0
646,31,21,181.20352964762503,13,Documentaries,Basic,Bank Transfer,0,6,19,0
647,48,16,50.388813684751305,70,Sports,Standard,Bank Transfer,0,1,21,0
648,69,20,162.4422259162905,6,Sports,Standard,Bank Transfer,0,2,27,1
649,36,6,16.523308565259388,84,Movies,Premium,PayPal,0,3,26,0
650,64,19,180.27524069514823,52,TV Shows,Premium,Bank Transfer,0,9,19,0
651,33,5,131.89986677395575,3,TV Shows,Basic,Credit Card,0,5,24,0
652,22,3,175.47421120697857,81,Documentaries,Premium,Bank Transfer,0,0,26,0
653,52,1,5.03673791353347,63,Documentaries,Premium,Bank Transfer,0,8,13,1
654,29,15,37.97080871941854,49,Sports,Basic,PayPal,0,4,28,0
655,42,34,81.00308054816595,76,Movies,Basic,PayPal,0,6,14,0
656,69,35,79.00306615807013,47,Sports,Premium,Credit Card,0,8,24,0
657,38,25,49.21242467008458,55,Documentaries,Standard,PayPal,1,8,18,0
658,53,24,79.41432827410402,64,Movies,Premium,Bank Transfer,0,0,12,0
659,40,12,30.12549884004969,65,Movies,Premium,PayPal,0,0,4,0
660,33,18,85.48842020687508,81,Documentaries,Standard,Credit Card,0,2,10,0
661,56,15,161.45909418605652,67,TV Shows,Standard,Bank Transfer,1,5,29,0
662,62,16,98.41866230515349,90,TV Shows,Basic,Credit Card,0,1,17,0
663,59,27,8.510017344316923,15,Movies,Basic,PayPal,0,9,4,0
664,56,8,87.18158810795325,32,Sports,Premium,PayPal,0,0,12,1
665,31,25,10.29912813771461,96,TV Shows,Standard,Credit Card,0,0,13,1
666,48,17,193.41746508782566,68,Sports,Basic,Bank Transfer,0,4,29,0
667,22,29,29.85352208745945,18,TV Shows,Premium,PayPal,0,3,27,0
668,52,8,142.99922363447067,83,TV Shows,Standard,PayPal,0,0,29,0
669,40,15,194.69138296395673,43,Sports,Premium,Bank Transfer,1,3,4,1
670,46,27,166.0776150749815,35,Documentaries,Basic,PayPal,0,2,10,1
671,60,7,141.36649814960973,78,TV Shows,Basic,Credit Card,0,1,25,1
672,28,3,168.69487735264954,58,TV Shows,Standard,PayPal,0,8,3,1
673,35,29,196.4507451858224,33,Sports,Premium,PayPal,0,0,15,0
674,64,24,126.16217696443827,14,Documentaries,Standard,Bank Transfer,1,6,2,1
675,29,3,114.04103733171867,34,TV Shows,Basic,Credit Card,0,3,25,0
676,26,20,127.50643154033986,61,TV Shows,Basic,Bank Transfer,0,4,25,0
677,27,15,108.87179791850322,4,Documentaries,Premium,PayPal,0,9,17,0
678,61,25,128.84237565239516,88,TV Shows,Premium,PayPal,0,4,6,1
679,34,30,92.71923055464906,59,Documentaries,Premium,Bank Transfer,0,0,26,1
680,55,14,47.59642066224489,29,Documentaries,Standard,Bank Transfer,0,5,8,0
681,24,7,28.44820916977675,83,Sports,Premium,Bank Transfer,0,8,3,0
682,63,17,18.326482428790776,6,Movies,Premium,Credit Card,0,1,27,1
683,30,20,56.346577831874015,97,Documentaries,Basic,PayPal,0,6,25,0
684,57,9,13.994095045468098,49,Sports,Basic,Bank Transfer,0,5,18,0
685,59,22,115.59830208428019,40,Movies,Premium,PayPal,1,4,22,0
686,26,2,60.34654716958646,83,TV Shows,Premium,Credit Card,0,3,1,0
687,67,24,165.78428757697128,65,Movies,Basic,Credit Card,0,3,29,0
688,44,8,19.476970232735354,69,Documentaries,Premium,Credit Card,0,5,16,0
689,19,11,49.13854139658976,27,Documentaries,Standard,Credit Card,0,3,7,1
690,22,13,147.39799868257845,80,Documentaries,Standard,PayPal,0,4,3,0
691,46,17,121.76761779478083,6,Documentaries,Standard,Credit Card,1,5,23,1
692,54,8,17.57579789358767,13,Documentaries,Premium,Credit Card,0,4,4,0
693,55,21,176.0616941466291,64,Sports,Basic,Bank Transfer,1,6,9,0
694,36,18,176.066043751105,62,Documentaries,Premium,Credit Card,0,8,5,0
695,25,30,69.4295607557759,99,Sports,Premium,Bank Transfer,0,9,19,0
696,65,18,71.37913945316511,19,TV Shows,Basic,Credit Card,1,6,15,1
697,62,31,197.8605298782839,76,Documentaries,Basic,Credit Card,0,6,8,0
698,18,32,127.10435346066195,80,Documentaries,Basic,Bank Transfer,1,3,6,0
699,39,11,108.60672151077152,43,Movies,Standard,Credit Card,0,0,18,0
700,69,25,168.43967579262528,74,TV Shows,Premium,PayPal,1,7,19,1
701,34,33,60.6316159796767,89,Documentaries,Basic,PayPal,0,3,24,0
702,24,8,88.6906057122896,20,Documentaries,Premium,Credit Card,0,0,15,0
703,42,11,57.216451720225166,95,TV Shows,Standard,PayPal,0,4,26,0
